"gene","best_annot","dummy_name","GO"
"EYS","EYS","EYS","GO:0050908;GO:0043403"
"LOC113982944","EYS","EYS_pp_1","GO:0050908;GO:0043403"
"EZH1","EZH1","EZH1","GO:0006338;GO:0045944;GO:0070734;GO:0000122;GO:0009653;GO:0031507;GO:0006348;GO:0021766"
"EZH2","EZH2","EZH2","GO:0014013;GO:0010718;GO:0014834;GO:0021766;GO:0006348;GO:0006325;GO:0098532;GO:0006306;GO:0014898;GO:0016571;GO:1902808;GO:0071902;GO:0006355;GO:0008284;GO:0071168;GO:0048511;GO:0043547;GO:0034244;GO:0045814;GO:0070317;GO:0097421;GO:0000122;GO:0021695;GO:0070734;GO:0048468;GO:1900006;GO:0045892;GO:0036333;GO:0032355;GO:0043433;GO:1904772;GO:0043406;GO:2000134;GO:0045605;GO:0051154;GO:0035984;GO:0070301;GO:0042752;GO:0048387;GO:0070314;GO:0030183"
"EZR","EZR","EZR","GO:0031623;GO:0034629;GO:0031532;GO:0046847;GO:0022614;GO:0043622;GO:0032703;GO:1903078;GO:0010628;GO:0040018;GO:0070373;GO:0007159;GO:0051660;GO:0072659;GO:0072697;GO:1901222;GO:1902115;GO:0032532;GO:0050714;GO:0071320;GO:0001951;GO:0061028;GO:0008361;GO:0045198;GO:1902896;GO:0000122;GO:2000643;GO:1903364;GO:0003376;GO:1902966;GO:0030033;GO:1903753;GO:0032956;GO:0030953;GO:0050860;GO:0010737;GO:0007411;GO:0022612;GO:0008360;GO:0051017;GO:0048015"
"F10","F10","F10","GO:0006888;GO:0007596;GO:0006508;GO:0007598;GO:0030335;GO:0051897"
"LOC113995424","F11","F11","GO:0007596;GO:0007597;GO:0031639;GO:0051919"
"F13A1","F13A1","F13A1","GO:0018149;GO:0072378;GO:0019221;GO:0007596;GO:0002576;GO:0018215"
"F2","F2","F2","GO:0007186;GO:0014068;GO:0030449;GO:0007597;GO:0006888;GO:0030168;GO:0051281;GO:0045861;GO:0006953;GO:0030307;GO:0008284;GO:0046427;GO:0051480;GO:0044267;GO:0030194;GO:0042730;GO:0009611;GO:0048712;GO:0010544;GO:0030193;GO:0001934;GO:2000379;GO:0008360;GO:1900182;GO:0051918;GO:0007275;GO:0061844;GO:0007166;GO:0070945;GO:0007596;GO:0006508;GO:0051838;GO:0032967;GO:1900738;GO:1900016;GO:0050900;GO:0090218"
"F2R","F2R","F2R","GO:0045907;GO:0051482;GO:0051209;GO:0045987;GO:0035025;GO:0006954;GO:0009653;GO:0051281;GO:0008284;GO:0000186;GO:0043547;GO:0070374;GO:0008285;GO:0043410;GO:0032496;GO:0030193;GO:0030168;GO:0009611;GO:0030335;GO:0032967;GO:1900134;GO:0030194;GO:0014068;GO:0045217;GO:0032757;GO:0043123;GO:0051928;GO:0051930;GO:0002248;GO:0032651;GO:0060155;GO:0007529;GO:0070493;GO:0007204;GO:0043280;GO:0046427;GO:0048873;GO:0007205;GO:0045893;GO:0007186;GO:0032755;GO:0007200;GO:0006919;GO:0003105;GO:0007596;GO:0043524;GO:0099553"
"F2RL1","F2RL1","F2RL1","GO:0002720;GO:0045217;GO:0002690;GO:0002286;GO:0051607;GO:0046330;GO:0046328;GO:0045087;GO:0043311;GO:0032757;GO:0042119;GO:0034140;GO:0043122;GO:0034137;GO:0050900;GO:0030836;GO:0045944;GO:0007596;GO:0006954;GO:0007186;GO:0007204;GO:0034141;GO:0035025;GO:0032613;GO:0043547;GO:0050927;GO:0032682;GO:0030193;GO:0010804;GO:0046329;GO:0050921;GO:0034145;GO:0043123;GO:0032602;GO:0097029;GO:2000341;GO:0003104;GO:0014068;GO:0032755;GO:0032609;GO:0061028;GO:0070661;GO:0030335;GO:0070374;GO:0032930;GO:0070963;GO:0031274;GO:0060100;GO:0032611;GO:0070493;GO:1900135;GO:0042311;GO:0051482"
"F2RL2","F2RL2","F2RL2","GO:0051482;GO:0070493;GO:0035025;GO:0030168;GO:0009611;GO:0007186;GO:0007596"
"F2RL3","F2RL3","F2RL3","GO:0030168;GO:0009611;GO:0007186;GO:0035025;GO:0007165;GO:0070493;GO:0051281;GO:0007200;GO:0007596;GO:0051482;GO:0060155"
"F3","F3","F3","GO:0002541;GO:0010628;GO:0002543;GO:0010641;GO:0007598;GO:0007596;GO:0016485;GO:0050927;GO:0045766;GO:0006919;GO:0032757;GO:0001938;GO:0030335;GO:0051897;GO:0019221"
"LOC114002750","F3","F3_pp_3","GO:0002541;GO:0010628;GO:0002543;GO:0010641;GO:0007598;GO:0007596;GO:0016485;GO:0050927;GO:0045766;GO:0006919;GO:0032757;GO:0001938;GO:0030335;GO:0051897;GO:0019221"
"LOC113983157","F3","F3_pp_1","GO:0002541;GO:0010628;GO:0002543;GO:0010641;GO:0007598;GO:0007596;GO:0016485;GO:0050927;GO:0045766;GO:0006919;GO:0032757;GO:0001938;GO:0030335;GO:0051897;GO:0019221"
"LOC114001804","F3","F3_pp_2","GO:0002541;GO:0010628;GO:0002543;GO:0010641;GO:0007598;GO:0007596;GO:0016485;GO:0050927;GO:0045766;GO:0006919;GO:0032757;GO:0001938;GO:0030335;GO:0051897;GO:0019221"
"F5","F5","F5","GO:0008015;GO:0002576;GO:0044267;GO:0043687;GO:0006888;GO:0007596;GO:0048208"
"F7","F7","F7","GO:0007596;GO:1904400;GO:1905217;GO:0060416;GO:1905225;GO:0010641;GO:0030335;GO:0002690;GO:1904612;GO:0097068;GO:0007598;GO:0033595;GO:0010037;GO:0001666;GO:0050927;GO:0030194;GO:0006888;GO:0031100;GO:0007623;GO:0032571;GO:0043627;GO:0061476;GO:0016485;GO:0032355;GO:0070723;GO:0051897"
"F8","F8","F8","GO:0002576;GO:0006953;GO:0007597;GO:0007596;GO:0006888;GO:0048208"
"LOC113989900","F8A3","F8A3","unknown"
"F9","F9","F9","GO:0031638;GO:0006508;GO:0007596;GO:0007597;GO:0006888"
"FA2H","FA2H","FA2H","GO:0046513;GO:0044857;GO:0032286;GO:0006679;GO:0006682;GO:0061436;GO:0042127;GO:0001949;GO:0042634;GO:0006631;GO:0030148;GO:0032287;GO:0006633;GO:0030258"
"LOC114001768","FAAH","FAAH_ah_2","GO:0009062;GO:0052651;GO:0019369"
"LOC114001782","FAAH","FAAH_ah_1","GO:0009062;GO:0052651;GO:0019369"
"FAAH2","FAAH2","FAAH2","GO:0016042;GO:0019369"
"LOC113992730","FAAHL","FAAHL","unknown"
"FAAP100","FAAP100","FAAP100","GO:0036297"
"FAAP24","FAAP24","FAAP24","GO:0036297"
"FABP1","FABP1","FABP1","GO:0070301;GO:0050892;GO:0019216;GO:0071456;GO:0043066;GO:0043154;GO:0051345;GO:0015909;GO:0098869;GO:0032000;GO:0019433"
"FABP2","FABP2","FABP2","GO:0098856;GO:0019433"
"LOC113996085","FABP3","FABP3","GO:0042493;GO:0032365;GO:0140214;GO:0055091;GO:0019433;GO:0070542;GO:0042632;GO:0008285;GO:2001245;GO:0015909;GO:0046320;GO:0071073;GO:0050873;GO:0032868;GO:0006631"
"LOC114003559","FABP4","FABP4","GO:0015909;GO:0019433;GO:0006469;GO:0050873;GO:0042632;GO:0120162;GO:0045892;GO:0009617;GO:0071285;GO:0050729;GO:0071356;GO:0050872"
"FABP5","FABP5","FABP5","GO:0051930;GO:0099178;GO:0015909;GO:0006656;GO:0043312;GO:0042593;GO:0031392;GO:1990379;GO:0019433;GO:0006006;GO:0035360;GO:0120162;GO:0006629;GO:0008544;GO:0010829"
"FABP6","FABP6","FABP6","GO:0006629;GO:0008285;GO:0019433;GO:0006869"
"FABP7","FABP7","FABP7","GO:0050673;GO:0008285;GO:0007399;GO:0019433"
"LOC114003564","FABP9","FABP9","GO:0001675;GO:0019433"
"FADD","FADD","FADD","GO:0097191;GO:0034138;GO:0097190;GO:0045862;GO:0043065;GO:0071550;GO:0045651;GO:0043123;GO:0033077;GO:1902042;GO:0043029;GO:0097192;GO:0043278;GO:0001916;GO:0097049;GO:0071260;GO:0097527;GO:2001238;GO:0051607;GO:0070236;GO:0002821;GO:0097202;GO:0060546;GO:0048148;GO:0042104;GO:1902041;GO:0045944;GO:0036462;GO:0060340;GO:0045087;GO:0048536;GO:0001822;GO:0006915;GO:0006919;GO:0048535;GO:0016032;GO:2000454;GO:0048538;GO:0035666;GO:0032760;GO:0032757;GO:0007166;GO:0032729;GO:0008625"
"LOC113991951","FADS1","FADS1_pp_2","GO:0019216;GO:0009267;GO:0046456;GO:0036109;GO:0043651;GO:0006355;GO:0007267;GO:0006636;GO:0008654;GO:0045595;GO:0042759"
"LOC113991921","FADS1","FADS1_pp_1","GO:0019216;GO:0009267;GO:0046456;GO:0036109;GO:0043651;GO:0006355;GO:0007267;GO:0006636;GO:0008654;GO:0045595;GO:0042759"
"FADS1","FADS1","FADS1","GO:0019216;GO:0009267;GO:0046456;GO:0036109;GO:0043651;GO:0006355;GO:0007267;GO:0006636;GO:0008654;GO:0045595;GO:0042759"
"LOC113991949","FADS2","FADS2","GO:0036109;GO:0043651;GO:0006636"
"FADS6","FADS6","FADS6","GO:0006633"
"FAF1","FAF1","FAF1","GO:0007253;GO:0045740;GO:0042176;GO:0008219;GO:0045859;GO:0043065;GO:0010942;GO:0031334;GO:1902043;GO:0030155;GO:0043161;GO:1903364;GO:0006915"
"FAF2","FAF2","FAF2","GO:0043086;GO:0006986;GO:0043312;GO:0030433;GO:0030970;GO:0034389"
"FAH","FAH","FAH","GO:0006527;GO:0006559;GO:0006572;GO:1902000"
"FAHD1","FAHD1","FAHD1","GO:0006099"
"FAIM","FAIM","FAIM","GO:0050769;GO:0007249;GO:0006915;GO:1902042"
"FAIM2","FAIM2","FAIM2","GO:1902042;GO:0021680;GO:0002931;GO:0006915;GO:0021549;GO:0043523;GO:0043524;GO:0043066;GO:0021702;GO:0021681"
"FAM102B","FAM102B","FAM102B","unknown"
"FAM107A","FAM107A","FAM107A","GO:0071385;GO:0032956;GO:0051017;GO:0030041;GO:0001558;GO:2000134;GO:0050890;GO:0051895;GO:0070507;GO:0031647;GO:0031669;GO:0030335;GO:0031398;GO:0007049;GO:1900272"
"FAM107B","FAM107B","FAM107B","unknown"
"FAM110C","FAM110C","FAM110C","GO:0060491;GO:0051897;GO:0030335"
"FAM110D","FAM110D","FAM110D","unknown"
"FAM114A2","FAM114A2","FAM114A2","GO:0008150"
"FAM117A","FAM117A","FAM117A","unknown"
"FAM118B","FAM118B","FAM118B","GO:0030576"
"FAM120B","FAM120B","FAM120B","GO:0045444;GO:0035357"
"LOC113997839","FAM122A","FAM122A","GO:0030307;GO:0044818;GO:0032515;GO:0032436"
"LOC113998140","FAM122B","FAM122B","unknown"
"FAM126A","FAM126A","FAM126A","GO:0042552;GO:0046854;GO:0072659"
"FAM126B","FAM126B","FAM126B","GO:0072659;GO:0046854"
"FAM129A","FAM129A","FAM129A","unknown"
"FAM129B","FAM129B","FAM129B","unknown"
"FAM131A","FAM131A","FAM131A","unknown"
"FAM135A","FAM135A","FAM135A","GO:0044255"
"FAM135B","FAM135B","FAM135B","GO:0044255"
"FAM13A","FAM13A","FAM13A","GO:0043547;GO:0007165;GO:0051056"
"FAM13B","FAM13B","FAM13B","GO:0007165;GO:0043547;GO:0051056"
"FAM149A","FAM149A","FAM149A","unknown"
"FAM149B1","FAM149B1","FAM149B1","GO:0060271;GO:0061512"
"LOC113993003","FAM155A","FAM155A_pp_1","GO:0098703"
"FAM155A","FAM155A","FAM155A","GO:0098703"
"FAM155B","FAM155B","FAM155B","GO:0098703"
"FAM160A1","FAM160A1","FAM160A1","unknown"
"FAM160A2","FAM160A2","FAM160A2","GO:0045022;GO:0007040;GO:0008333;GO:0015031;GO:0007032"
"FAM160B1","FAM160B1","FAM160B1","unknown"
"FAM160B2","FAM160B2","FAM160B2","unknown"
"FAM161A","FAM161A","FAM161A","GO:0044782;GO:0050896;GO:0060271;GO:0007601;GO:1901985"
"LOC113994014","FAM161A","FAM161A_pp_1","GO:0044782;GO:0050896;GO:0060271;GO:0007601;GO:1901985"
"FAM161B","FAM161B","FAM161B","GO:0008150;GO:0044782"
"FAM162A","FAM162A","FAM162A","GO:0051402;GO:0071456;GO:0090200;GO:0006919;GO:0043065"
"FAM167B","FAM167B","FAM167B","unknown"
"FAM168A","FAM168A","FAM168A","GO:1905053"
"FAM169B","FAM169B","FAM169B","unknown"
"FAM171A1","FAM171A1","FAM171A1","GO:0008360;GO:0043149"
"FAM172A","FAM172A","FAM172A","GO:0014032;GO:0000381;GO:0031048;GO:0008380;GO:0006397"
"LOC113991320","FAM172BP","FAM172BP","GO:0031048"
"FAM173A","FAM173A","FAM173A","unknown"
"FAM174B","FAM174B","FAM174B","GO:0007030"
"FAM177A1","FAM177A1","FAM177A1","unknown"
"FAM181A","FAM181A","FAM181A","unknown"
"FAM181B","FAM181B","FAM181B","unknown"
"FAM184A","FAM184A","FAM184A","GO:0008150"
"FAM184B","FAM184B","FAM184B","unknown"
"FAM189A2","FAM189A2","FAM189A2","GO:0008150"
"FAM189B","FAM189B","FAM189B","GO:0008150"
"FAM192A","FAM192A","FAM192A","unknown"
"FAM193A","FAM193A","FAM193A","unknown"
"FAM19A1","FAM19A1","FAM19A1","unknown"
"FAM19A2","FAM19A2","FAM19A2","unknown"
"FAM19A3","FAM19A3","FAM19A3","unknown"
"FAM19A4","FAM19A4","FAM19A4","unknown"
"FAM19A5","FAM19A5","FAM19A5","unknown"
"FAM206A","FAM206A","FAM206A","unknown"
"LOC113995132","FAM208B","FAM208B","unknown"
"FAM20A","FAM20A","FAM20A","GO:0044691;GO:0070166;GO:0001934;GO:0031214;GO:0071902;GO:0009617;GO:0055074;GO:0006468"
"FAM20B","FAM20B","FAM20B","GO:0030166;GO:0006468"
"LOC113984874","FAM20C","FAM20C_pp_1","GO:0006468;GO:0071895;GO:0043687;GO:0046034;GO:0070166;GO:0031214;GO:0044267"
"FAM20C","FAM20C","FAM20C","GO:0006468;GO:0071895;GO:0043687;GO:0046034;GO:0070166;GO:0031214;GO:0044267"
"FAM210A","FAM210A","FAM210A","GO:0008150"
"FAM210B","FAM210B","FAM210B","GO:0043249;GO:0071392;GO:0045648"
"FAM219A","FAM219A","FAM219A","unknown"
"LOC113986646","FAM21C","FAM21C","unknown"
"FAM222A","FAM222A","FAM222A","unknown"
"FAM228B","FAM228B","FAM228B","unknown"
"FAM234A","FAM234A","FAM234A","GO:0008150"
"LOC113990220","FAM240A","FAM240A","unknown"
"LOC114000778","FAM26D","FAM26D","unknown"
"FAM32A","FAM32A","FAM32A","GO:0007049;GO:0008150;GO:0006915"
"FAM3B","FAM3B","FAM3B","GO:0006915;GO:0030073;GO:0007165;GO:0042593"
"FAM3C","FAM3C","FAM3C","GO:0007165;GO:0007275;GO:0008150;GO:0002576;GO:0045721"
"FAM3D","FAM3D","FAM3D","GO:0070093;GO:0007165;GO:0046676"
"FAM43B","FAM43B","FAM43B","unknown"
"FAM45A","FAM45A","FAM45A","unknown"
"LOC113990284","FAM46D","FAM46D","unknown"
"LOC113998022","FAM49A","FAM49A_pp_1","unknown"
"FAM49A","FAM49A","FAM49A","unknown"
"FAM49B","FAM49B","FAM49B","unknown"
"FAM53A","FAM53A","FAM53A","GO:0006606"
"FAM53B","FAM53B","FAM53B","GO:0090263;GO:0016055;GO:0006606;GO:0060828"
"FAM57A","FAM57A","FAM57A","unknown"
"FAM78B","FAM78B","FAM78B","unknown"
"FAM83A","FAM83A","FAM83A","GO:0007173;GO:0008283;GO:0007165"
"FAM83B","FAM83B","FAM83B","GO:0007173;GO:0007165;GO:0008283"
"FAM83C","FAM83C","FAM83C","GO:0007165"
"LOC113982972","FAM83D","FAM83D_ah_1","GO:0008283;GO:0051310;GO:0042176;GO:0070372;GO:0051301;GO:1902808;GO:0032006;GO:1902480;GO:0016477;GO:0001837;GO:0007165"
"LOC113982954","FAM83D","FAM83D_ah_2","GO:0008283;GO:0051310;GO:0042176;GO:0070372;GO:0051301;GO:1902808;GO:0032006;GO:1902480;GO:0016477;GO:0001837;GO:0007165"
"FAM83F","FAM83F","FAM83F","GO:0007165"
"FAM83G","FAM83G","FAM83G","GO:0007165;GO:0030509"
"FAM83H","FAM83H","FAM83H","GO:0044380;GO:0030335;GO:0007165;GO:0045104;GO:0031214"
"FAM84A","FAM84A","FAM84A","unknown"
"FAM84B","FAM84B","FAM84B","unknown"
"FAM89A","FAM89A","FAM89A","unknown"
"FAM91A1","FAM91A1","FAM91A1","GO:0099041;GO:0006886"
"FAM92A","FAM92A","FAM92A","GO:0060271;GO:0061024;GO:0035108;GO:0007007;GO:0045880"
"FAM98A","FAM98A","FAM98A","GO:1900029;GO:0032418;GO:0010628;GO:0008284;GO:0006479"
"FAM98B","FAM98B","FAM98B","GO:0010628;GO:0006388;GO:0008284;GO:0006479"
"FAN1","FAN1","FAN1","GO:0036297;GO:0033683;GO:0006281;GO:0006289;GO:0000724"
"FANCA","FANCA","FANCA","GO:0050727;GO:0008584;GO:2000348;GO:0051090;GO:0065003;GO:0008585;GO:0006281;GO:0042127;GO:0036297;GO:0045589;GO:0007140"
"FANCB","FANCB","FANCB","GO:0036297;GO:1990414;GO:1905168;GO:2000042"
"FANCC","FANCC","FANCC","GO:0036297;GO:0006289;GO:0034599;GO:0006281;GO:0065003;GO:0019430;GO:0097150;GO:0048854;GO:0002262;GO:0007281"
"FANCD2","FANCD2","FANCD2","GO:0048854;GO:1990918;GO:0034599;GO:0036297;GO:0007129;GO:0050727;GO:0031573;GO:0045589;GO:2000348;GO:0007276;GO:0010332;GO:0051090;GO:0097150"
"FANCE","FANCE","FANCE","GO:0036297"
"FANCF","FANCF","FANCF","GO:0008150;GO:0036297;GO:0006974"
"FANCG","FANCG","FANCG","GO:0036297;GO:0007005;GO:0007286;GO:0001541;GO:0006281;GO:0009314;GO:0006974"
"FANCI","FANCI","FANCI","GO:0007049;GO:0031398;GO:0036297"
"FANCL","FANCL","FANCL","GO:0042127;GO:0036297;GO:0006281;GO:0006513;GO:0007276;GO:0006974"
"FANCM","FANCM","FANCM","GO:0000712;GO:0071932;GO:0045003;GO:0036297;GO:1902527;GO:0090305;GO:0032508;GO:0031297"
"FAP","FAP","FAP","GO:0001525;GO:0071158;GO:0097325;GO:0051603;GO:0060244;GO:0051917;GO:0006508;GO:0071850;GO:1900119;GO:0010710;GO:0010716;GO:1903054;GO:0007155;GO:0043542;GO:1902362"
"FAR1","FAR1","FAR1","GO:0035336;GO:0010025;GO:0046474;GO:0008611"
"LOC113994327","FAR2","FAR2","GO:0035336;GO:0010025;GO:0006629"
"FARP1","FARP1","FARP1","GO:0010923;GO:0007416;GO:0048813"
"FARP2","FARP2","FARP2","GO:0071800;GO:0031532;GO:0016322;GO:0016601;GO:0071526;GO:0050790;GO:0033623;GO:0022405;GO:0007155;GO:0030316"
"FARS2","FARS2","FARS2","GO:0006432;GO:0006418;GO:0008033"
"FARSA","FARSA","FARSA","GO:0006432;GO:0006418;GO:0051290"
"FARSB","FARSB","FARSB","GO:0006412;GO:0051290;GO:0006432;GO:0006418"
"FAS","FAS","FAS","GO:0071260;GO:0006919;GO:0097190;GO:0071455;GO:0034198;GO:0065003;GO:0032872;GO:0006955;GO:0042981;GO:0043065;GO:0036337;GO:0097192;GO:1902041;GO:0097049;GO:2001269;GO:0033209;GO:1902042;GO:0097527;GO:0007165;GO:2001235;GO:0097191;GO:0006915;GO:0001934;GO:0006924;GO:0043066"
"FASLG","FASLG","FASLG","GO:0097190;GO:0070266;GO:0097527;GO:0007267;GO:0043065;GO:0097191;GO:0019221;GO:0070848;GO:0046666;GO:0008625;GO:1902041;GO:0045742;GO:0006925;GO:0006919;GO:0043123;GO:0070231;GO:1902042;GO:0043525;GO:0016525;GO:0008284;GO:0032496;GO:0030644;GO:1905782;GO:0048388;GO:0007165;GO:0071346;GO:2000353;GO:0006915;GO:1903514;GO:0000122"
"FASN","FASN","FASN","GO:0006084;GO:0002068;GO:0030223;GO:0008611;GO:0045540;GO:0090557;GO:0001649;GO:0006631;GO:0071353;GO:0006633;GO:0030879;GO:0046949;GO:0031325;GO:0030224"
"FASTK","FASTK","FASTK","GO:0043484;GO:0006468;GO:0097190;GO:0044528"
"FASTKD3","FASTK","FASTK_pp_1","GO:0043484;GO:0006468;GO:0097190;GO:0044528"
"FASTKD1","FASTKD1","FASTKD1","GO:0044528;GO:0000959"
"FASTKD2","FASTKD2","FASTKD2","GO:0140208;GO:0044528;GO:1902775;GO:0070131"
"FASTKD5","FASTKD5","FASTKD5","GO:0006397;GO:0000963;GO:0044528"
"FAT1","FAT1","FAT1","GO:0007155;GO:0016477;GO:0007156;GO:0009653;GO:0007163;GO:0098609;GO:0007015;GO:0007267"
"FAT2","FAT2","FAT2","GO:0031589;GO:0010631;GO:0007156;GO:0098609"
"FAT3","FAT3","FAT3","GO:0098609;GO:0007275;GO:0007156"
"FAT4","FAT4","FAT4","GO:0007156;GO:0060122;GO:0008543;GO:0007009;GO:0001658;GO:0022008;GO:0098609;GO:0048565;GO:0003007;GO:0072137;GO:0035329;GO:0072307;GO:0043931;GO:0021987;GO:0007157;GO:0007219"
"FATE1","FATE1","FATE1","GO:0043066;GO:0051562;GO:0006915"
"FAXDC2","FAXDC2","FAXDC2","GO:0045654;GO:0016126;GO:0001934"
"FBF1","FBF1","FBF1","GO:0097711;GO:0043297;GO:0090162;GO:0060271"
"LOC114001954","FBH1","FBH1_pp_1","GO:0008219;GO:0006974;GO:1902231;GO:0016567;GO:0048478;GO:0032508;GO:0072429;GO:2000042;GO:0000725;GO:0035562;GO:0000724;GO:0001934;GO:0031297;GO:0000737"
"FBH1","FBH1","FBH1","GO:0008219;GO:0006974;GO:1902231;GO:0016567;GO:0048478;GO:0032508;GO:0072429;GO:2000042;GO:0000725;GO:0035562;GO:0000724;GO:0001934;GO:0031297;GO:0000737"
"FBLIM1","FBLIM1","FBLIM1","GO:0008360;GO:0034329;GO:0033623;GO:0098609"
"FBLN1","FBLN1","FBLN1","GO:2000146;GO:1900025;GO:0030198;GO:0072378;GO:0007162;GO:0016032;GO:0070373;GO:0010952;GO:0001933;GO:2000647;GO:0007229"
"FBLN2","FBLN2","FBLN2","GO:0030198;GO:0010811"
"FBLN5","FBLN5","FBLN5","GO:2000121;GO:0030198;GO:0048251;GO:0034394;GO:0007160;GO:0046903"
"FBLN7","FBLN7","FBLN7","GO:0007155;GO:0110151"
"FBN1","FBN1","FBN1","GO:0007507;GO:0043687;GO:0007165;GO:1990314;GO:0033627;GO:0048048;GO:0048050;GO:0009653;GO:0001501;GO:0071560;GO:0043010;GO:0035582;GO:0044267;GO:2001205;GO:0035583;GO:0001656;GO:0045671;GO:0030198"
"LOC113983423","FBN3","FBN3_ah_3","GO:0009653"
"LOC113987600","FBN3","FBN3_ah_1","GO:0009653"
"LOC113987606","FBN3","FBN3_ah_2","GO:0009653"
"LOC113999325","FBP1","FBP1","GO:0006094;GO:0035690;GO:0006000;GO:0000122;GO:0046580;GO:0006002;GO:0045820;GO:0016311;GO:0005986;GO:0030388;GO:0006111;GO:0030308;GO:0071286"
"LOC113999334","FBP2","FBP2","GO:0006094;GO:0016311;GO:0030388;GO:0005986;GO:0006002;GO:0006000"
"FBXL12","FBXL12","FBXL12","GO:0051726;GO:0043153;GO:0000086;GO:0043687;GO:0000209;GO:0031146"
"FBXL14","FBXL14","FBXL14","GO:0031146;GO:0000209;GO:0006511;GO:0043687"
"FBXL15","FBXL15","FBXL15","GO:0030282;GO:0031146;GO:0009953;GO:0016567;GO:0043687;GO:0000209;GO:0030513;GO:0000086"
"FBXL16","FBXL16","FBXL16","GO:0000209;GO:0031146;GO:0043687"
"FBXL17","FBXL17","FBXL17","GO:0000209;GO:0016567;GO:0008589;GO:0014033;GO:0051726;GO:0043153;GO:0031146;GO:0000086;GO:0007399;GO:0043161;GO:0006515"
"FBXL18","FBXL18","FBXL18","GO:0043687;GO:0031146;GO:0000209"
"FBXL2","FBXL2","FBXL2","GO:0010506;GO:0031146;GO:0006513;GO:0006464;GO:0006508;GO:0016567;GO:0014066;GO:0016032;GO:0044830"
"FBXL20","FBXL20","FBXL20","GO:0000209;GO:0031146;GO:0043687"
"LOC114002020","FBXL21","FBXL21","unknown"
"FBXL22","FBXL22","FBXL22","GO:0000086;GO:0000209;GO:0043153;GO:0043161;GO:0043687;GO:0031146;GO:0051726"
"FBXL3","FBXL3","FBXL3","GO:0000209;GO:0016567;GO:0043153;GO:0048511;GO:0031146;GO:0043687;GO:0051726;GO:0031648;GO:0042752;GO:0000086"
"FBXL4","FBXL4","FBXL4","GO:0031146;GO:0006511;GO:0000209;GO:0043687"
"FBXL5","FBXL5","FBXL5","GO:0055072;GO:1903364;GO:0043687;GO:0031146;GO:0006879;GO:0016567;GO:0000209"
"FBXL7","FBXL7","FBXL7","GO:0010972;GO:0010265;GO:0031146;GO:0000278;GO:0000209;GO:0051301;GO:0043687;GO:0006511;GO:0016567;GO:0000086"
"FBXO11","FBXO11","FBXO11","GO:0000209;GO:0035246;GO:0043687;GO:0006511;GO:0007605;GO:0016567;GO:0006464;GO:0042981"
"FBXO15","FBXO15","FBXO15","GO:0043687;GO:0000209"
"FBXO2","FBXO2","FBXO2","GO:0043687;GO:0031146;GO:0031396;GO:0000209;GO:0006516;GO:0006464;GO:0030433;GO:0006508;GO:0008285;GO:0016567"
"FBXO21","FBXO21","FBXO21","GO:0043687;GO:0000209;GO:0006511"
"FBXO22","FBXO22","FBXO22","GO:0006464;GO:0000209;GO:0032436;GO:0048742;GO:0006511;GO:0043687"
"FBXO25","FBXO25","FBXO25","GO:0016567"
"FBXO28","FBXO28","FBXO28","GO:0000209"
"FBXO3","FBXO3","FBXO3","GO:0016567;GO:0006508"
"FBXO30","FBXO30","FBXO30","GO:0000209;GO:0043687"
"FBXO31","FBXO31","FBXO31","GO:0031571;GO:0043687;GO:0006974;GO:0031146;GO:0031145;GO:0050775;GO:2001224;GO:0000209"
"FBXO32","FBXO32","FBXO32","GO:0016567;GO:0000209;GO:0014894;GO:0043687;GO:0071549"
"FBXO33","FBXO33","FBXO33","GO:0016567;GO:0031146"
"LOC113997696","FBXO36","FBXO36","unknown"
"FBXO38","FBXO38","FBXO38","GO:0031146;GO:0002842;GO:0002250;GO:0010976;GO:0070936"
"FBXO39","FBXO39","FBXO39","GO:0031146"
"FBXO4","FBXO4","FBXO4","GO:0071479;GO:0007568;GO:2000001;GO:0016567;GO:0031647;GO:0000209;GO:1902916;GO:1900181;GO:0031648;GO:0032212;GO:0043687;GO:0019725;GO:0010608;GO:0048147;GO:0035726;GO:0031146;GO:0031398"
"FBXO40","FBXO40","FBXO40","GO:0043687;GO:0042692;GO:0000209"
"FBXO41","FBXO41","FBXO41","GO:0043687;GO:0000209"
"FBXO43","FBXO43","FBXO43","GO:0051321;GO:0007088;GO:0045835;GO:0016567"
"FBXO45","FBXO45","FBXO45","GO:0016567;GO:0043161;GO:0021957;GO:0060386;GO:0021800;GO:0021799;GO:0006511;GO:0021960;GO:0006974;GO:0001764"
"FBXO47","FBXO47","FBXO47","unknown"
"FBXO5","FBXO5","FBXO5","GO:0006275;GO:1905322;GO:0045841;GO:0008284;GO:1904667;GO:0007346;GO:0046785;GO:1901990;GO:0070169;GO:2001021;GO:0045835;GO:0051444;GO:0001556;GO:2000773;GO:0045669;GO:0032876;GO:0031145;GO:0007057;GO:0007088;GO:0016567;GO:0010971;GO:0000083;GO:0016050;GO:0051301"
"LOC113995895","FBXO6","FBXO6","GO:0006986;GO:0030433;GO:0031146;GO:0000209;GO:0006508;GO:0043687;GO:0006516;GO:0000077;GO:0006281"
