"pfil_name","best_annot","dummy_name","GO"
"LOC113991404","ABHD14B","ABHD14B","GO:0005515;GO:0005634;GO:0005737;GO:0070062;GO:0005654;GO:0016787;GO:0005730;GO:0050427;GO:0045944;GO:0005829"
"ABHD15","ABHD15","ABHD15","GO:0005576;GO:0005515;GO:0044255;GO:0016020;GO:0047372;GO:0034338"
"ABHD17A","ABHD17A","ABHD17A","GO:0098978;GO:0055038;GO:1905668;GO:0005886;GO:0005515;GO:0002084;GO:0016607;GO:0043231;GO:0008474;GO:0099033;GO:1902817;GO:0043197;GO:0018215;GO:0072657;GO:0099175;GO:0010008;GO:0099031;GO:0016020"
"ABHD17B","ABHD17B","ABHD17B","GO:0055038;GO:0008474;GO:0099031;GO:0002084;GO:0018215;GO:1902817;GO:1902950;GO:0099175;GO:0010008;GO:0016020;GO:1902473;GO:0005886;GO:0099033;GO:0043197;GO:0098978;GO:1905668"
"ABHD17C","ABHD17C","ABHD17C","GO:0005515;GO:0008474;GO:0043197;GO:0002084;GO:0005886;GO:0010008;GO:0055038;GO:1905668;GO:0099175;GO:0018215;GO:1902817;GO:0098839;GO:0098978"
"ABHD18","ABHD18","ABHD18","GO:0005576"
"ABHD2","ABHD2","ABHD2","GO:0047372;GO:0046464;GO:0097524;GO:0008126;GO:0044255;GO:0001669;GO:0036126;GO:0030336;GO:0048240;GO:0007340;GO:0042562;GO:0034338;GO:0016021;GO:0003707;GO:0032570;GO:0043401;GO:0051793;GO:0051792;GO:0009611;GO:0033878"
"ABHD3","ABHD3","ABHD3","GO:0034338;GO:0052740;GO:0046470;GO:0008126;GO:0008970;GO:0016021;GO:0047372;GO:0052739;GO:0051793;GO:0004623;GO:0005886;GO:0005575;GO:0102567;GO:0102568;GO:0006656;GO:0044255;GO:0051792"
"ABHD5","ABHD5","ABHD5","GO:0005515;GO:0042171;GO:0052689;GO:0004806;GO:0010891;GO:0003841;GO:0006654;GO:0051006;GO:0005829;GO:0005654;GO:0055088;GO:0005739;GO:0005811;GO:0043231;GO:0010898;GO:0006631;GO:0030154"
"ABHD6","ABHD6","ABHD6","GO:0016021;GO:0098982;GO:0046464;GO:0005515;GO:0120163;GO:2001311;GO:0099055;GO:0047372;GO:0046889;GO:0031902;GO:0005765;GO:0052651;GO:2000124;GO:0098978;GO:0060292;GO:0004620;GO:0005739;GO:0031966;GO:0009395;GO:0032281;GO:0030336;GO:0005886"
"ABHD8","ABHD8","ABHD8","GO:0052689;GO:0005515;GO:0005739;GO:0006654;GO:0070062;GO:0055088;GO:0042171"
"ABI1","ABI1","ABI1","GO:0008285;GO:0030426;GO:0008092;GO:0005829;GO:0005515;GO:0031209;GO:0014069;GO:0030027;GO:0005622;GO:0030296;GO:0005856;GO:0005634;GO:0005783;GO:0007169;GO:0016032;GO:0008154;GO:0032433;GO:0035591;GO:0018108;GO:0017124;GO:0045296;GO:0061098;GO:0070062;GO:0038096;GO:0048010"
"ABI2","ABI2","ABI2","GO:0005515;GO:0030027;GO:0031625;GO:0016601;GO:0005829;GO:0070064;GO:2000601;GO:0061001;GO:0016477;GO:0031209;GO:0007010;GO:0018108;GO:0042802;GO:0070309;GO:0017124;GO:0032433;GO:0035591;GO:0016032;GO:0019900;GO:0043197;GO:0031267;GO:0005737;GO:0005912;GO:0005856;GO:0010592;GO:0008093;GO:0007399;GO:0008154;GO:0005634"
"ABI3","ABI3","ABI3","GO:0005515;GO:0005737;GO:0042802;GO:0016020;GO:0030027;GO:0030334;GO:0018108;GO:0005622;GO:0017124"
"ABI3BP","ABI3BP","ABI3BP","GO:0005201;GO:0005576;GO:0062023;GO:0005615"
"ABL1","ABL1","ABL1","GO:0018108;GO:0004713;GO:0005515;GO:0004715;GO:0001784;GO:0016301;GO:0005634;GO:2000773;GO:0000287;GO:0005654;GO:1990051;GO:2000251;GO:0005080;GO:0007173;GO:0009791;GO:0043065;GO:2000145;GO:0005524;GO:1903351;GO:0098794;GO:0090135;GO:0060563;GO:1905555;GO:2000352;GO:0000405;GO:1900026;GO:1905244;GO:0051496;GO:0050852;GO:0001843;GO:2000249;GO:0097100;GO:1900275;GO:0006298;GO:0046632;GO:1900272;GO:0031252;GO:0031965;GO:0032729;GO:0003785;GO:1904528;GO:0043025;GO:0071222;GO:0004515;GO:0051353;GO:0010506;GO:0030155;GO:1904531;GO:2000096;GO:1990837;GO:1902036;GO:0043123;GO:0043124;GO:0006914;GO:0051015;GO:0032991;GO:0008630;GO:1903053;GO:1901216;GO:0090050;GO:0072359;GO:0051149;GO:0051444;GO:0006464;GO:0032743;GO:0016604;GO:0048668;GO:0050853;GO:0048536;GO:0034599;GO:0060020;GO:0002322;GO:0042981;GO:0071103;GO:0070373;GO:0048538;GO:0045931;GO:0007229;GO:0032489;GO:0030145;GO:2001020;GO:0006979;GO:0005829;GO:0050798;GO:0070301;GO:0043542;GO:0006974;GO:0030036;GO:0007204;GO:0006468;GO:0006975;GO:0004672;GO:0045184;GO:0050731;GO:0005730;GO:0051882;GO:0070374;GO:0032956;GO:0033690;GO:0001922;GO:0000400;GO:0008022;GO:0006897;GO:0042169;GO:0042770;GO:0030425;GO:0002333;GO:0070064;GO:0015629;GO:0006355;GO:0071901;GO:0038191;GO:0001934;GO:0030100;GO:0051019;GO:0005739;GO:0038096;GO:0022408;GO:0019905;GO:0051281;GO:0030035;GO:0051894;GO:0003677;GO:0017124;GO:0050885;GO:0021587;GO:0045580;GO:0010595;GO:0046875;GO:0038083;GO:0045930;GO:0046777;GO:0045944;GO:0000278;GO:0031113;GO:0035791;GO:0034446;GO:0005737;GO:0030516;GO:0038189;GO:0048471;GO:0030514;GO:0003713;GO:0007050"
"ABL2","ABL2","ABL2","GO:0007165;GO:0005515;GO:0010506;GO:2000145;GO:0051015;GO:0035640;GO:0007155;GO:0018108;GO:0035024;GO:0005829;GO:0004713;GO:0001784;GO:0007204;GO:0030100;GO:0030155;GO:0004672;GO:0004715;GO:2000249;GO:0000287;GO:0003785;GO:0051353;GO:0010976;GO:0030145;GO:0006464;GO:0010863;GO:0071300;GO:0005524;GO:0015629"
"ABLIM1","ABLIM1","ABLIM1","GO:0007010;GO:0009887;GO:0060271;GO:0007601;GO:0030027;GO:0005737;GO:0015629;GO:0046872;GO:0001725;GO:0005515;GO:0003779;GO:0030032;GO:0051015"
"ABLIM2","ABLIM2","ABLIM2","GO:0051015;GO:0006351;GO:0015629;GO:0030032;GO:0005737;GO:0030036;GO:0046872"
"ABLIM3","ABLIM3","ABLIM3","GO:0051015;GO:0060271;GO:0030036;GO:0006351;GO:0005737;GO:0001725;GO:0005515;GO:1903955;GO:0030032;GO:0045944;GO:0098978;GO:0015629;GO:0046872;GO:0030027"
"LOC114000442","ABO","ABO","GO:0031982;GO:0030259;GO:0016757;GO:0016021;GO:0005794;GO:0000166;GO:0003823;GO:0004380;GO:0018215;GO:0032580;GO:0005576;GO:0030145;GO:0005975;GO:0006486;GO:0004381"
"ABR","ABR","ABR","GO:0005085;GO:0030424;GO:0016020;GO:0007186;GO:0043065;GO:0005829;GO:0005096;GO:0051056;GO:0098978;GO:0050804;GO:0005515;GO:0098685;GO:0043197;GO:0007264;GO:0090630"
"ABRA","ABRA","ABRA","GO:0005515;GO:0003779;GO:0051091;GO:0030017;GO:0015629;GO:0006606;GO:0005886;GO:0035025;GO:0045944"
"ABRACL","ABRACL","ABRACL","GO:0032970"
"ABRAXAS1","ABRAXAS1","ABRAXAS1","GO:0005634;GO:0090307;GO:0070531;GO:0016604;GO:0031593;GO:0006303;GO:0010212;GO:0006325;GO:0045739;GO:0005654;GO:0008608;GO:0072425;GO:0005515;GO:0016579;GO:0070536;GO:0006302;GO:0008017"
"ABRAXAS2","ABRAXAS2","ABRAXAS2","GO:0070536;GO:0051301;GO:0008017;GO:0005515;GO:0000278;GO:0031593;GO:0030496;GO:0090307;GO:0007059;GO:0070552;GO:0005737;GO:0008608;GO:0031616;GO:0005813;GO:0002931;GO:0005634;GO:0005829;GO:0036449;GO:0016579"
"LOC113999249","ABT1","ABT1","GO:0005634;GO:0045893;GO:0005515;GO:0003723;GO:0000447;GO:0006366;GO:0005730;GO:0000480;GO:0000472;GO:0003713;GO:0003677;GO:0034462"
"ABTB1","ABTB1","ABTB1","GO:0005515;GO:0005737;GO:0005829;GO:0005730;GO:0005886;GO:0000151;GO:0006414;GO:0003746"
"BTBD11","ABTB2","ABTB2_pp_1","GO:0097237;GO:0003674;GO:0046982"
"ABTB2","ABTB2","ABTB2","GO:0097237;GO:0003674;GO:0046982"
"ACAA1","ACAA1","ACAA1","GO:0003988;GO:0008775;GO:0006635;GO:0005829;GO:0016020;GO:0033540;GO:0035580;GO:0006625;GO:0005782;GO:0005777;GO:0000038;GO:0005576;GO:0005515;GO:0016401;GO:0010124;GO:0043312;GO:0050633;GO:0036109;GO:0008206;GO:0003985"
"ACAA2","ACAA2","ACAA2","GO:0005739;GO:0006695;GO:0005515;GO:0102991;GO:1902109;GO:0003988;GO:0071456;GO:0006635;GO:0003723;GO:0047617;GO:0003985;GO:1901029;GO:0003986;GO:0016290;GO:0005759"
"ACACA","ACACA","ACACA","GO:0005515;GO:0006633;GO:0045540;GO:0005524;GO:0001650;GO:0042802;GO:0046949;GO:0001894;GO:0005829;GO:0003989;GO:2001295;GO:0006084;GO:0006853;GO:0015629;GO:0046872;GO:0055088;GO:0051289;GO:0071380;GO:0019538;GO:0031325"
"ACACB","ACACB","ACACB","GO:0046872;GO:0043086;GO:0005741;GO:0042802;GO:0010884;GO:0003989;GO:0005634;GO:0042493;GO:0005515;GO:0005829;GO:0009374;GO:0051289;GO:0045540;GO:0031325;GO:0014070;GO:0031667;GO:0006084;GO:0010906;GO:0006633;GO:0031999;GO:0060421;GO:0010629;GO:0097009;GO:0006853;GO:2001295;GO:0005739;GO:0005524"
"ACAD10","ACAD10","ACAD10","GO:0016787;GO:0005739;GO:0005759;GO:0006635;GO:0003995;GO:0050660"
"ACAD11","ACAD11","ACAD11","GO:0005739;GO:0017099;GO:0004466;GO:0005515;GO:0005777;GO:0003995;GO:0031966;GO:0033539;GO:0005634;GO:0005743;GO:0050660;GO:0006635;GO:0070991"
"LOC114002803","ACAD6L","ACAD6L","unknown"
"ACAD8","ACAD8","ACAD8","GO:0006629;GO:0003995;GO:0050660;GO:0009083;GO:0005759;GO:0006574"
"ACAD9","ACAD9","ACAD9","GO:0004466;GO:0030425;GO:0005743;GO:0032981;GO:0005515;GO:0031966;GO:0000062;GO:0005739;GO:0070991;GO:0001676;GO:0051791;GO:0017099;GO:0050660;GO:0005634"
"ACADL","ACADL","ACADL","GO:0016401;GO:0090181;GO:0120162;GO:0045717;GO:0001659;GO:0050660;GO:0033539;GO:0004466;GO:0005739;GO:0003995;GO:0006635;GO:0005759;GO:0005515;GO:0019254;GO:0046322;GO:0031966;GO:0044242;GO:0000062;GO:0042413;GO:0042802;GO:0042758"
"ACADM","ACADM","ACADM","GO:0006635;GO:0070991;GO:0003995;GO:0005759;GO:0033539;GO:0019216;GO:0051793;GO:0050660;GO:0005739;GO:0019254;GO:0051791;GO:0042802;GO:0031966;GO:0005634;GO:0045329;GO:0030424"
"LOC113997210","ACADM","ACADM_pp_1","GO:0006635;GO:0070991;GO:0003995;GO:0005759;GO:0033539;GO:0019216;GO:0051793;GO:0050660;GO:0005739;GO:0019254;GO:0051791;GO:0042802;GO:0031966;GO:0005634;GO:0045329;GO:0030424"
"ACADS","ACADS","ACADS","GO:0005654;GO:0005634;GO:0003995;GO:0006635;GO:0004085;GO:0005759;GO:0005739;GO:0046359;GO:0005813;GO:0033539;GO:0050660"
"ACADSB","ACADSB","ACADSB","GO:0005739;GO:0050660;GO:0005759;GO:0003853;GO:0009083;GO:0006550;GO:0102035;GO:0016937;GO:0006631;GO:0042802"
"ACAN","ACAN","ACAN","GO:0005796;GO:0031012;GO:0062023;GO:0030198;GO:0042340;GO:0043202;GO:0046872;GO:0030021;GO:0030246;GO:0007417;GO:0005540;GO:0007155;GO:0001501;GO:0005576;GO:0005201;GO:0006508;GO:0005515;GO:0018146"
"LOC113982212","ACAP1","ACAP1","GO:0005515;GO:0043547;GO:0055038;GO:0015031;GO:0046872;GO:0016020;GO:0005096"
"ACAP2","ACAP2","ACAP2","GO:0046872;GO:0032456;GO:0010008;GO:0016020;GO:1990090;GO:0030029;GO:0043547;GO:0001726;GO:0005096"
"ACAP3","ACAP3","ACAP3","GO:0010975;GO:0001764;GO:0005096;GO:0043547;GO:0046872;GO:0030426"
"ACAT1","ACAT1","ACAT1","GO:0070062;GO:0015937;GO:0006550;GO:0009083;GO:0003985;GO:0034435;GO:0006635;GO:0030955;GO:0005739;GO:0016453;GO:0005759;GO:0015936;GO:0046952;GO:0006085;GO:1902860;GO:1902224;GO:0046951;GO:0046356"
"ACAT2","ACAT2","ACAT2","GO:0070062;GO:0003985;GO:0005739;GO:0006695;GO:0005515;GO:0005829;GO:0005737;GO:0006629;GO:0006635"
"ACBD3","ACBD3","ACBD3","GO:0005515;GO:0006694;GO:0000139;GO:0016020;GO:0034237;GO:0005739;GO:0000062;GO:0016032;GO:0005794"
"ACBD4","ACBD5","ACBD5_pp_1","GO:0005654;GO:0008289;GO:0009062;GO:0030242;GO:0016020;GO:0005777;GO:0000062;GO:0016021;GO:0035973;GO:0005778;GO:0003674;GO:0016236"
"ACBD5","ACBD5","ACBD5","GO:0005654;GO:0008289;GO:0009062;GO:0030242;GO:0016020;GO:0005777;GO:0000062;GO:0016021;GO:0035973;GO:0005778;GO:0003674;GO:0016236"
"ACBD6","ACBD6","ACBD6","GO:0006637;GO:0005515;GO:0008289;GO:0005829;GO:0000062"
"ACBD7","ACBD7","ACBD7","GO:0005515;GO:0008289;GO:0000062"
"ACCS","ACCS","ACCS","GO:0016847;GO:0042802;GO:0030170;GO:0005515;GO:0042218"
"ACE","ACE","ACE","GO:0070062;GO:1903597;GO:0070573;GO:2000170;GO:1902033;GO:0032091;GO:0042447;GO:0097746;GO:0032092;GO:0002003;GO:0043171;GO:0008217;GO:0060047;GO:0008241;GO:0003081;GO:0050435;GO:0005615;GO:0008240;GO:0008237;GO:0007283;GO:0004175;GO:0001822;GO:0003084;GO:0014910;GO:0002019;GO:0002474;GO:0071838;GO:0016021;GO:0008270;GO:0060218;GO:0050482;GO:0002446;GO:0001974;GO:0031711;GO:0031404;GO:0005886;GO:0031434;GO:0004180;GO:0005576;GO:1900086;GO:0009897;GO:0060177;GO:0008238;GO:0010608;GO:0005764;GO:0051019;GO:0005768;GO:0019229;GO:0010629;GO:0061098;GO:0006508;GO:0032943"
"ACE2","ACE2","ACE2","GO:0005515;GO:0004181;GO:0022898;GO:0004180;GO:0016021;GO:0046718;GO:0001817;GO:0008237;GO:0001618;GO:0002003;GO:2000272;GO:0005886;GO:0016324;GO:0042127;GO:0045121;GO:0005615;GO:0009986;GO:0003081;GO:0008270;GO:0050727;GO:1903598;GO:0008241;GO:0005737;GO:0003051;GO:0097746;GO:0046813;GO:1903779;GO:0019229;GO:1905737;GO:0070062;GO:0031526;GO:0004175;GO:0060452;GO:0005576;GO:0051957;GO:2000379;GO:0015827"
"ACER1","ACER1","ACER1","GO:0030148;GO:0005783;GO:0071633;GO:0046514;GO:0017040;GO:0010446;GO:0046512;GO:0006665;GO:0016021;GO:0046872;GO:0030154;GO:0005515;GO:0030216;GO:0005789;GO:0071277;GO:0102121;GO:0008544"
"ACER2","ACER2","ACER2","GO:0046514;GO:0030148;GO:0042981;GO:0017040;GO:0030330;GO:0090285;GO:0035690;GO:0046512;GO:0102121;GO:0010506;GO:0046872;GO:0071633;GO:0030173;GO:0033629;GO:0006919;GO:0001953;GO:0010942;GO:0032526;GO:0005794;GO:0008284;GO:0006974;GO:0000139"
"ACER3","ACER3","ACER3","GO:0017040;GO:0016021;GO:0030173;GO:0046514;GO:0070774;GO:0030176;GO:0043067;GO:0008284;GO:0005789;GO:0046512;GO:0005509;GO:0008270;GO:0042552;GO:0030148;GO:0071633;GO:0071602;GO:0102121"
"ACKR2","ACKR2","ACKR2","GO:0005654;GO:0005515;GO:0004950;GO:0009897;GO:0060326;GO:0005769;GO:0005886;GO:0006955;GO:0019957;GO:0006935;GO:0005829;GO:0070098;GO:0005884;GO:0055037;GO:0007275;GO:0019722;GO:0005887;GO:0016493;GO:0006897;GO:0006954;GO:0007204;GO:0031965;GO:0043231;GO:0005044;GO:0007186"
"ACKR3","ACKR3","ACKR3","GO:0005515;GO:0005044;GO:0005886;GO:0070098;GO:1902230;GO:0008285;GO:0048471;GO:0031623;GO:0009897;GO:0001525;GO:0055037;GO:0016032;GO:0005634;GO:0070374;GO:0005768;GO:0001570;GO:0060326;GO:0016021;GO:0007204;GO:0019722;GO:0005905;GO:0043231;GO:0007155;GO:0016493;GO:0005769;GO:0006955;GO:0019957;GO:0007186;GO:0015026;GO:0009986;GO:0019958;GO:0016494;GO:1905322"
"ACKR4","ACKR4","ACKR4","GO:0009897;GO:0070098;GO:0006897;GO:0060326;GO:0005044;GO:0005515;GO:0016493;GO:0019957;GO:0005886;GO:0006935;GO:0007204;GO:0007186;GO:0055037;GO:0019722;GO:0005769;GO:0005887;GO:0006955;GO:0004950"
"ACLY","ACLY","ACLY","GO:0005829;GO:0006695;GO:0046872;GO:0003878;GO:0015936;GO:0070062;GO:0031325;GO:0005515;GO:0006085;GO:0005576;GO:0005654;GO:0006107;GO:0016020;GO:0006101;GO:0035578;GO:0006633;GO:0043312;GO:0046949;GO:0005886;GO:1904813;GO:0005524;GO:0008610"
"ACMSD","ACMSD","ACMSD","GO:0006569;GO:0005829;GO:0008270;GO:0019748;GO:0005737;GO:1905004;GO:0005515;GO:0016831;GO:0016787;GO:1904985;GO:0001760;GO:1905012"
"ACO1","ACO1","ACO1","GO:0050892;GO:0009791;GO:0047780;GO:0005515;GO:0005829;GO:0003723;GO:0070062;GO:0030350;GO:0046872;GO:0003994;GO:0051538;GO:0006101;GO:0006099;GO:0005737;GO:0005794;GO:0051539;GO:0005783;GO:0005739;GO:0010040;GO:0006417;GO:0006879"
"ACO2","ACO2","ACO2","GO:0005506;GO:0003994;GO:0005759;GO:0006099;GO:0006091;GO:0006101;GO:0047780;GO:0005739;GO:0051539;GO:0005829"
"ACOD1","ACOD1","ACOD1","GO:0007566;GO:0071222;GO:0002760;GO:0006952;GO:0072573;GO:0032088;GO:0035458;GO:0032480;GO:0071393;GO:0005739;GO:0034136;GO:0045824;GO:0006954;GO:0071346;GO:0051607;GO:0071219;GO:0071347;GO:0071356;GO:0047613;GO:0034144;GO:2000379;GO:0050728"
"LOC114002133","ACOD1","ACOD1_pp_1","GO:0007566;GO:0071222;GO:0002760;GO:0006952;GO:0072573;GO:0032088;GO:0035458;GO:0032480;GO:0071393;GO:0005739;GO:0034136;GO:0045824;GO:0006954;GO:0071346;GO:0051607;GO:0071219;GO:0071347;GO:0071356;GO:0047613;GO:0034144;GO:2000379;GO:0050728"
"LOC114003333","ACOT1","ACOT1","GO:0000038;GO:0006637;GO:0052689;GO:0016290;GO:0102991;GO:0006631;GO:0047617;GO:0001676;GO:0005829"
"ACOT11","ACOT11","ACOT11","GO:0047617;GO:0035556;GO:0006637;GO:0006631;GO:0005759;GO:0016290;GO:0005829;GO:0070062;GO:0052689;GO:0120163;GO:0036042;GO:0102991;GO:0008289;GO:0009266;GO:0009409"
"ACOT12","ACOT12","ACOT12","GO:0005515;GO:0047617;GO:0008289;GO:0005829;GO:0003986;GO:0006637;GO:0006631;GO:0036042;GO:0006084;GO:0042802;GO:0005524;GO:0052689"
"ACOT13","ACOT13","ACOT13","GO:0005739;GO:0047617;GO:0005515;GO:0005819;GO:0051289;GO:0120163;GO:0006637;GO:0046872;GO:0016290;GO:0005634;GO:0102991;GO:0005829"
"LOC114002690","ACOT2","ACOT2","GO:0005829;GO:0047617;GO:0000038;GO:0006637;GO:0016290;GO:0005782;GO:0052689;GO:0001676;GO:0005739;GO:0102991;GO:0006631;GO:0005759;GO:0005515;GO:0006625"
"LOC114002682","ACOT4","ACOT4","GO:0032788;GO:0006637;GO:0016290;GO:0043649;GO:0006633;GO:0046459;GO:0032789;GO:0047617;GO:0005777;GO:0005782;GO:0019605;GO:0006631;GO:0044466;GO:0102991;GO:0005829;GO:0001676;GO:0004778;GO:0043648;GO:0000038;GO:0006104;GO:0006625;GO:0052689"
"ACOT7","ACOT7","ACOT7","GO:0005515;GO:0036116;GO:0005654;GO:0070062;GO:0005829;GO:0006637;GO:1900535;GO:0016290;GO:0005739;GO:0102991;GO:0052689;GO:0036114;GO:0042803;GO:0047617;GO:0051792;GO:0036042;GO:0000062;GO:0015937;GO:0006631"
"ACOT8","ACOT8","ACOT8","GO:0006625;GO:0006637;GO:0003986;GO:0005515;GO:0005782;GO:0016559;GO:0009062;GO:0016289;GO:0033540;GO:0005829;GO:0047617;GO:0016290;GO:0043649;GO:0047603;GO:0052815;GO:0045225;GO:0033882;GO:0006699;GO:0102991;GO:0004778;GO:0036109;GO:0052689;GO:0044466;GO:0052816;GO:0047994;GO:0016032"
"ACOT9","ACOT9","ACOT9","GO:0006637;GO:0005739;GO:0047617;GO:0005759;GO:0052689;GO:0003986"
"ACOX1","ACOX1","ACOX1","GO:0006625;GO:0003997;GO:0006091;GO:0009062;GO:0042803;GO:0005777;GO:0016401;GO:0033540;GO:0005782;GO:0050665;GO:0055088;GO:0050660;GO:0019395;GO:0005829;GO:0036109;GO:0030165;GO:0006629;GO:0016020;GO:0007283;GO:0047485;GO:0000038;GO:0071949;GO:0005504;GO:0005778;GO:0006693;GO:0019216"
"ACOX2","ACOX2","ACOX2","GO:0033540;GO:0005782;GO:0033791;GO:0005777;GO:0006625;GO:0050660;GO:0006699;GO:0005504;GO:0003997;GO:0043231;GO:0000038;GO:0005515;GO:0005829;GO:0016401;GO:0042803;GO:0010942;GO:1902884;GO:0055088;GO:0071949"
"ACOX3","ACOX3","ACOX3","GO:0005829;GO:0005782;GO:0033540;GO:0055088;GO:0016020;GO:0071949;GO:0003997;GO:0005777;GO:0006625;GO:0050660;GO:0016402;GO:0005504"
"ACP1","ACP1","ACP1","GO:0035335;GO:0009898;GO:0070062;GO:0005515;GO:0003993;GO:0004725;GO:0005737;GO:0004726"
"ACP2","ACP2","ACP2","GO:0005515;GO:0005764;GO:0070062;GO:0005765;GO:0003993;GO:0016021;GO:0016020;GO:0016791;GO:0016311;GO:0043202;GO:0007040"
"LOC114002566","ACP2","ACP2_pp_1","GO:0005515;GO:0005764;GO:0070062;GO:0005765;GO:0003993;GO:0016021;GO:0016020;GO:0016791;GO:0016311;GO:0043202;GO:0007040"
"ACP5","ACP5","ACP5","GO:0001503;GO:0016311;GO:0003993;GO:0016021;GO:0008199;GO:0005764;GO:0005829;GO:0045453;GO:0008198;GO:0006771"
"ACP6","ACP6","ACP6","GO:0052642;GO:0002244;GO:0016311;GO:2001311;GO:0005739;GO:0016791;GO:0006654;GO:0003993;GO:0005759;GO:0006644;GO:0005737"
"LOC114002564","ACPP","ACPP","unknown"
"LOC113984045","ACR","ACR_ah_6","GO:0004040;GO:0005515;GO:0007338;GO:0005634;GO:0007340;GO:0003677;GO:0005798;GO:0005537;GO:0042806;GO:0048545;GO:0008270;GO:0043159;GO:0004252;GO:0002020;GO:0005576;GO:0007341;GO:0007190;GO:0005507;GO:0032991;GO:0002077;GO:0008236;GO:0007339"
"LOC114000677","ACR","ACR_ah_13","GO:0004040;GO:0005515;GO:0007338;GO:0005634;GO:0007340;GO:0003677;GO:0005798;GO:0005537;GO:0042806;GO:0048545;GO:0008270;GO:0043159;GO:0004252;GO:0002020;GO:0005576;GO:0007341;GO:0007190;GO:0005507;GO:0032991;GO:0002077;GO:0008236;GO:0007339"
"LOC113994817","ACR","ACR_ah_10","GO:0004040;GO:0005515;GO:0007338;GO:0005634;GO:0007340;GO:0003677;GO:0005798;GO:0005537;GO:0042806;GO:0048545;GO:0008270;GO:0043159;GO:0004252;GO:0002020;GO:0005576;GO:0007341;GO:0007190;GO:0005507;GO:0032991;GO:0002077;GO:0008236;GO:0007339"
"LOC113983206","ACR","ACR_ah_4","GO:0004040;GO:0005515;GO:0007338;GO:0005634;GO:0007340;GO:0003677;GO:0005798;GO:0005537;GO:0042806;GO:0048545;GO:0008270;GO:0043159;GO:0004252;GO:0002020;GO:0005576;GO:0007341;GO:0007190;GO:0005507;GO:0032991;GO:0002077;GO:0008236;GO:0007339"
"LOC113983201","ACR","ACR_ah_5","GO:0004040;GO:0005515;GO:0007338;GO:0005634;GO:0007340;GO:0003677;GO:0005798;GO:0005537;GO:0042806;GO:0048545;GO:0008270;GO:0043159;GO:0004252;GO:0002020;GO:0005576;GO:0007341;GO:0007190;GO:0005507;GO:0032991;GO:0002077;GO:0008236;GO:0007339"
"LOC113994818","ACR","ACR_ah_11","GO:0004040;GO:0005515;GO:0007338;GO:0005634;GO:0007340;GO:0003677;GO:0005798;GO:0005537;GO:0042806;GO:0048545;GO:0008270;GO:0043159;GO:0004252;GO:0002020;GO:0005576;GO:0007341;GO:0007190;GO:0005507;GO:0032991;GO:0002077;GO:0008236;GO:0007339"
"LOC113994811","ACR","ACR_ah_8","GO:0004040;GO:0005515;GO:0007338;GO:0005634;GO:0007340;GO:0003677;GO:0005798;GO:0005537;GO:0042806;GO:0048545;GO:0008270;GO:0043159;GO:0004252;GO:0002020;GO:0005576;GO:0007341;GO:0007190;GO:0005507;GO:0032991;GO:0002077;GO:0008236;GO:0007339"
"LOC113987538","ACR","ACR_ah_1","GO:0004040;GO:0005515;GO:0007338;GO:0005634;GO:0007340;GO:0003677;GO:0005798;GO:0005537;GO:0042806;GO:0048545;GO:0008270;GO:0043159;GO:0004252;GO:0002020;GO:0005576;GO:0007341;GO:0007190;GO:0005507;GO:0032991;GO:0002077;GO:0008236;GO:0007339"
"LOC114000678","ACR","ACR_ah_12","GO:0004040;GO:0005515;GO:0007338;GO:0005634;GO:0007340;GO:0003677;GO:0005798;GO:0005537;GO:0042806;GO:0048545;GO:0008270;GO:0043159;GO:0004252;GO:0002020;GO:0005576;GO:0007341;GO:0007190;GO:0005507;GO:0032991;GO:0002077;GO:0008236;GO:0007339"
"LOC113994810","ACR","ACR_ah_9","GO:0004040;GO:0005515;GO:0007338;GO:0005634;GO:0007340;GO:0003677;GO:0005798;GO:0005537;GO:0042806;GO:0048545;GO:0008270;GO:0043159;GO:0004252;GO:0002020;GO:0005576;GO:0007341;GO:0007190;GO:0005507;GO:0032991;GO:0002077;GO:0008236;GO:0007339"
"LOC113982194","ACR","ACR_ah_19","GO:0004040;GO:0005515;GO:0007338;GO:0005634;GO:0007340;GO:0003677;GO:0005798;GO:0005537;GO:0042806;GO:0048545;GO:0008270;GO:0043159;GO:0004252;GO:0002020;GO:0005576;GO:0007341;GO:0007190;GO:0005507;GO:0032991;GO:0002077;GO:0008236;GO:0007339"
"LOC113982195","ACR","ACR_ah_18","GO:0004040;GO:0005515;GO:0007338;GO:0005634;GO:0007340;GO:0003677;GO:0005798;GO:0005537;GO:0042806;GO:0048545;GO:0008270;GO:0043159;GO:0004252;GO:0002020;GO:0005576;GO:0007341;GO:0007190;GO:0005507;GO:0032991;GO:0002077;GO:0008236;GO:0007339"
"LOC113985504","ACR","ACR_ah_7","GO:0004040;GO:0005515;GO:0007338;GO:0005634;GO:0007340;GO:0003677;GO:0005798;GO:0005537;GO:0042806;GO:0048545;GO:0008270;GO:0043159;GO:0004252;GO:0002020;GO:0005576;GO:0007341;GO:0007190;GO:0005507;GO:0032991;GO:0002077;GO:0008236;GO:0007339"
